Prscrbr_NPI,Prscrbr_Last_Org_Name,Prscrbr_First_Name,Prscrbr_City,Prscrbr_State_Abrvtn,Prscrbr_Type,Tot_Clms,Tot_Benes,Tot_Drug_Cst,Tot_Day_Suply,Tot_30day_Fills,Brnd_Tot_Clms,Gnrc_Tot_Clms,Brnd_Tot_Drug_Cst,Gnrc_Tot_Drug_Cst,Opioid_Tot_Clms,Opioid_Tot_Drug_Cst,Opioid_Prscrbr_Rate,Antbtc_Tot_Clms,Bene_Avg_Age,Bene_Avg_Risk_Scre,_is_injected_anomaly
1000000724,Miller,Emily,City_366,MD,Internal Medicine,897,356,34007.17,38776,1292.5,298,599,24855.18,11354.68,70,4147.75,7.8,87,67.3,1.561,0
1000000725,Miller,Anna,City_185,MI,Internal Medicine,1019,242,52497.88,36327,1210.9,145,874,16434.57,22513.81,0,0.0,0.0,49,72.9,1.212,0
1000000726,Chen,Maria,City_25,FL,Physician Assistant,679,141,30250.93,22900,763.3,134,545,13133.98,12140.47,79,2991.13,11.63,80,63.1,1.409,0
1000000727,Kim,Ahmed,City_40,OH,Physician Assistant,507,107,19961.2,20734,691.1,87,420,7535.65,8267.95,8,163.35,1.58,13,75.5,1.706,0
1000000728,Martinez,Mary,City_214,IN,Family Practice,549,127,15682.2,16039,534.6,108,441,6787.05,6298.59,9,363.75,1.64,14,72.5,1.103,0
1000000729,Miller,Ahmed,City_87,MA,Nurse Practitioner,674,158,7205.81,20037,667.9,240,434,5644.91,2319.97,54,1557.46,8.01,62,75.3,1.201,0
1000000730,Miller,James,City_124,FL,Internal Medicine,174,59,3225.76,4533,151.1,35,139,1427.49,1288.45,18,546.93,10.34,18,59.9,1.274,0
1000000731,Kim,Emily,City_389,MI,Nurse Practitioner,939,372,48612.76,34764,1158.8,90,849,10250.61,21976.7,58,2270.85,6.18,98,75.7,0.801,0
1000000732,Johnson,Robert,City_102,NY,Dermatology,2632,947,183856.86,87376,2912.5,933,1699,143383.2,59341.34,0,0.0,0.0,197,64.6,1.129,0
1000000733,Thomas,Susan,City_226,AZ,Family Practice,424,81,20314.04,16627,554.2,29,395,3056.69,9462.32,25,803.14,5.9,15,70.4,0.868,0
1000000734,Nguyen,Susan,City_397,IL,Internal Medicine,272,106,10521.97,9988,332.9,82,190,6978.54,3674.95,15,457.95,5.51,26,78.6,0.885,0
1000000735,Anderson,Maria,City_226,CA,Nurse Practitioner,1774,381,60219.76,62049,2068.3,110,1664,8214.87,28242.86,69,2114.26,3.89,114,67.8,1.344,0
1000000736,Martinez,Maria,City_117,WI,Cardiology,1053,333,14122.24,27185,906.2,308,745,9087.59,4995.76,43,2369.2,4.08,119,71.7,1.626,0
1000000737,Chen,Mary,City_146,VA,Pain Management,900,244,102504.56,25442,848.1,97,803,24304.97,45728.42,381,10077.82,42.33,92,65.6,1.312,0
1000000738,Cohen,Ahmed,City_156,IN,Nurse Practitioner,323,70,8002.45,12173,405.8,78,245,4251.45,3034.98,45,1586.53,13.93,15,61.6,1.454,0
1000000739,Cohen,Ahmed,City_160,WA,Family Practice,266,59,14829.87,11087,369.6,43,223,5274.08,6216.28,15,724.2,5.64,28,74.3,1.407,0
1000000740,Cohen,Mary,City_66,NJ,Nurse Practitioner,1136,352,71833.64,41358,1378.6,153,983,21284.51,31079.43,37,1534.68,3.26,119,67.8,1.186,0
1000000741,Kim,Carlos,City_343,MO,Neurology,1322,314,61613.05,35012,1167.1,520,802,53317.2,18688.98,56,2211.44,4.24,42,74.6,1.316,0
1000000742,Garcia,Anna,City_97,PA,Pain Management,458,122,43559.59,18550,618.3,119,339,24899.35,16120.85,160,3490.62,34.93,20,69.6,1.043,0
1000000743,Brown,Omar,City_250,GA,Family Practice,1121,389,75449.21,30974,1032.5,308,813,45606.05,27359.59,80,3163.78,7.14,78,70.7,1.417,0
1000000744,Patel,David,City_395,NY,Physician Assistant,1136,438,78234.74,48514,1617.1,216,920,32726.36,31679.56,63,1527.21,5.55,133,78.5,0.828,0
1000000745,Thomas,Carlos,City_100,NJ,Internal Medicine,719,221,69841.99,29050,968.3,106,613,22652.51,29772.7,58,2306.11,8.07,73,66.6,0.913,0
1000000746,Brown,Sofia,City_37,WA,Physician Assistant,372,136,15925.8,15979,532.6,121,251,11396.36,5372.82,36,1442.7,9.68,44,69.8,1.205,0
1000000747,Nguyen,Robert,City_224,PA,Family Practice,464,88,15639.97,15279,509.3,27,437,2002.19,7364.94,22,1251.93,4.74,52,62.1,1.541,0
1000000748,Patel,Michael,City_81,MO,Physician Assistant,288,111,10363.62,12350,411.7,25,263,1979.16,4732.0,31,1031.11,10.76,9,67.2,0.965,0
1000000749,Shah,Carlos,City_224,TN,Family Practice,140,43,11182.05,5697,189.9,46,94,8083.02,3753.97,7,189.42,5.0,15,74.6,0.913,0
1000000750,Khan,Grace,City_3,IL,Nurse Practitioner,136,52,7401.24,3759,125.3,11,125,1316.98,3401.3,8,277.72,5.88,12,68.4,1.419,0
1000000751,Kim,Ahmed,City_1,MI,Rheumatology,749,228,259012.08,23928,797.6,505,244,384195.49,42188.88,9,302.23,1.2,86,68.2,1.175,0
1000000752,Shah,David,City_249,FL,Cardiology,969,311,60817.04,36654,1221.8,243,726,33552.93,22782.86,39,2126.12,4.02,89,75.3,0.978,0
1000000753,Cohen,Raj,City_256,NY,Family Practice,404,121,13214.44,15215,507.2,106,298,7627.74,4873.64,23,874.64,5.69,23,70.5,1.605,0
1000000754,Chen,Robert,City_16,VA,Family Practice,556,101,32532.81,24074,802.5,69,487,8882.16,14247.73,32,1826.66,5.76,40,76.5,0.873,0
1000000755,Smith,Sofia,City_146,MI,Internal Medicine,2160,692,131113.32,66683,2222.8,400,1760,53416.54,53416.54,98,3350.32,4.54,205,65.3,0.436,0
1000000756,Cohen,Ahmed,City_102,TX,Family Practice,744,278,61758.85,33004,1100.1,86,658,15705.34,27310.03,33,1215.95,4.44,50,75.4,1.275,0
1000000757,Lee,Ahmed,City_377,TN,Internal Medicine,1322,352,131370.54,38151,1271.7,309,1013,67553.47,50332.21,41,1299.17,3.1,43,70.7,1.333,0
1000000758,Thomas,Anna,City_382,MO,Family Practice,1777,700,28379.38,49499,1650.0,253,1524,8889.12,12169.44,0,0.0,0.0,87,78.4,1.292,0
1000000759,Rao,David,City_110,TN,Nurse Practitioner,286,58,15745.05,11056,368.5,4,282,484.46,7762.42,13,476.83,4.55,33,79.5,0.935,0
1000000760,Davis,David,City_312,GA,Nurse Practitioner,1200,385,32301.69,48337,1611.2,110,1090,6514.17,14670.35,55,1502.94,4.58,99,69.6,1.172,0
1000000761,Chen,Wei,City_158,NJ,Psychiatry,224,49,15164.97,8269,275.6,67,157,9979.09,5314.51,14,651.93,6.25,23,68.0,1.222,0
1000000762,Johnson,Ahmed,City_148,IL,Internal Medicine,935,298,27126.13,40828,1360.9,255,680,16275.68,9864.05,59,2472.88,6.31,85,59.7,1.138,0
1000000763,Garcia,Wei,City_308,MA,Family Practice,311,79,13219.58,10601,353.4,113,198,10567.16,4208.16,8,447.13,2.57,27,68.8,1.05,0
1000000764,Garcia,Wei,City_175,TX,Nurse Practitioner,1224,471,32172.63,37341,1244.7,381,843,22031.94,11079.05,77,3761.11,6.29,31,61.1,1.512,0
1000000765,Miller,Daniel,City_364,TN,Pain Management,290,89,31616.55,11286,376.2,81,209,19427.83,11392.86,102,3387.42,35.17,21,67.4,0.855,0
1000000766,Smith,Linda,City_228,CA,Internal Medicine,381,115,21736.15,16624,554.1,18,363,2259.19,10354.62,31,768.61,8.14,30,73.9,0.719,0
1000000767,Wilson,Priya,City_360,IN,Nurse Practitioner,1206,301,98874.96,43893,1463.1,192,1014,34630.83,41566.83,70,4079.55,5.8,36,74.2,0.947,0
1000000768,Rao,Priya,City_199,NJ,Pain Management,460,101,31575.39,12372,412.4,61,399,9211.78,13694.11,152,5890.51,33.04,25,70.2,1.306,0
1000000769,Chen,Mary,City_19,NJ,Nurse Practitioner,503,98,19358.83,15512,517.1,76,427,6434.98,8216.92,28,1139.27,5.57,43,66.6,1.267,0
1000000770,Brown,Linda,City_298,MI,Physician Assistant,1358,361,58014.67,44662,1488.7,224,1134,21052.75,24222.62,52,2903.12,3.83,98,75.1,1.758,0
1000000771,Nguyen,Carlos,City_379,OH,Dermatology,1046,190,75660.08,43755,1458.5,322,724,51240.54,26184.46,25,569.39,2.39,22,70.5,1.188,0
1000000772,Patel,Susan,City_84,WA,Internal Medicine,464,150,39525.2,12360,412.0,178,286,33357.91,12181.26,43,1031.9,9.27,20,68.2,2.129,0
1000000773,Smith,Raj,City_40,PA,Pain Management,973,306,97634.02,35392,1179.7,278,695,61369.96,34869.29,292,8796.33,30.01,20,75.3,0.802,0
1000000774,Cohen,Raj,City_254,TX,Internal Medicine,1093,381,46137.33,44392,1479.7,439,654,40768.01,13803.21,47,1876.53,4.3,46,75.1,1.096,0
1000000775,Rao,Michael,City_261,GA,Family Practice,581,107,24530.47,20492,683.1,63,518,5851.85,10935.27,35,1946.69,6.02,46,70.1,0.953,0
1000000776,Khan,Omar,City_260,MD,Nurse Practitioner,884,287,41646.64,33381,1112.7,93,791,9639.03,18632.63,63,1406.94,7.13,93,71.3,0.877,0
1000000777,Khan,Robert,City_56,PA,Psychiatry,862,213,90413.32,23728,790.9,204,658,47073.66,34508.1,30,734.02,3.48,88,68.7,0.65,0
1000000778,Chen,Priya,City_147,FL,Dermatology,822,319,101096.67,32955,1098.5,320,502,86584.01,30870.15,0,0.0,0.0,45,85.9,1.018,0
1000000779,Cohen,Robert,City_298,AZ,Family Practice,1157,251,58363.25,48121,1604.0,284,873,31517.16,22018.63,0,0.0,0.0,50,70.2,1.036,0
1000000780,Rao,Daniel,City_287,PA,Endocrinology,1854,506,239099.66,57303,1910.1,1115,739,316349.22,47652.28,0,0.0,0.0,125,72.4,0.945,0
1000000781,Wilson,Raj,City_168,CA,Nurse Practitioner,619,185,53906.85,22451,748.4,113,506,21649.83,5156.25,39,1299.04,6.3,22,80.2,1.488,1
1000000782,Lopez,Susan,City_235,NJ,Family Practice,2148,394,89533.67,73445,2448.2,220,1928,20174.25,40181.78,94,5378.52,4.38,68,61.2,1.07,0
1000000783,Lee,Priya,City_299,NY,Neurology,1045,345,103127.01,44284,1476.1,458,587,99436.14,28964.38,83,3633.23,7.94,92,70.7,0.3,0
1000000784,Lee,John,City_253,MI,Endocrinology,461,110,62022.43,18202,606.7,272,189,80508.07,12713.92,38,1217.55,8.24,38,60.6,1.03,0
1000000785,Johnson,Carlos,City_278,NY,Family Practice,592,210,16163.17,15991,533.0,97,495,5826.39,6757.41,37,1383.57,6.25,54,65.2,1.571,0
1000000786,Shah,Robert,City_2,NJ,Physician Assistant,1296,260,81984.53,51361,1712.0,250,1046,34792.82,33084.81,182,7363.29,14.04,78,67.8,1.551,0
1000000787,Chen,Priya,City_3,WI,Family Practice,1276,383,53394.24,51834,1727.8,310,966,28538.3,20211.14,49,2617.75,3.84,110,74.7,1.232,0
1000000788,Nguyen,David,City_235,AZ,Family Practice,2535,504,111973.31,86854,2895.1,702,1833,68217.58,40482.66,45,2667.39,1.78,268,73.6,1.216,0
1000000789,Shah,Sofia,City_63,IN,Nurse Practitioner,559,136,13888.48,21199,706.6,52,507,2842.29,6298.26,4,219.45,0.72,49,77.2,0.668,0
1000000790,Lopez,Susan,City_244,TN,Dermatology,506,199,36888.02,20961,698.7,153,353,24538.55,12867.07,10,280.43,1.98,31,63.9,2.226,0
1000000791,Rao,David,City_63,CA,Family Practice,255,58,5780.48,7904,263.5,84,171,4189.15,1938.16,21,478.46,8.24,17,74.2,1.08,0
1000000792,Miller,Emily,City_249,VA,Dermatology,305,116,13183.05,13539,451.3,107,198,10174.72,4279.09,18,435.63,5.9,34,77.0,1.483,0
1000000793,Davis,John,City_262,PA,Psychiatry,376,75,26767.82,11482,382.7,80,296,12529.62,10536.27,29,756.55,7.71,20,70.2,1.291,0
1000000794,Patel,Grace,City_248,MD,Family Practice,996,362,39234.06,41964,1398.8,123,873,10659.37,17194.44,70,3150.08,7.03,99,82.3,1.535,0
1000000795,Lee,John,City_133,AZ,Psychiatry,391,140,52067.75,12834,427.8,107,284,31347.18,18909.52,6,265.75,1.53,42,65.8,1.405,0
1000000796,Brown,David,City_113,NY,Nurse Practitioner,993,217,43472.7,40422,1347.4,164,829,15795.52,18146.46,18,722.92,1.81,90,71.3,1.041,0
1000000797,Garcia,James,City_389,NC,Psychiatry,422,102,48218.35,12892,429.7,140,282,35192.54,16110.87,0,0.0,0.0,44,72.8,0.908,0
1000000798,Patel,Wei,City_146,NJ,Pain Management,468,161,60446.29,15642,521.4,122,346,34666.21,22344.46,159,3798.49,33.97,17,75.5,0.948,0
1000000799,Rao,Maria,City_376,AZ,Rheumatology,1532,378,545139.97,67314,2243.8,766,766,599653.97,136284.99,30,1482.83,1.96,39,66.2,1.246,0
1000000800,Khan,Daniel,City_245,TX,Neurology,1060,293,125534.36,43550,1451.7,348,712,90668.97,42160.6,104,5547.69,9.81,51,70.5,1.28,0
1000000801,Khan,Carlos,City_196,WA,Family Practice,538,191,27126.95,17105,570.2,214,324,23738.6,8168.34,50,1232.35,9.29,14,76.8,0.871,0
1000000802,Nguyen,Anna,City_149,GA,Physician Assistant,1596,344,33808.62,71232,2374.4,420,1176,19573.41,12455.81,109,5220.06,6.83,108,69.6,1.765,0
1000000803,Kim,Ahmed,City_321,IN,Nurse Practitioner,309,93,26375.17,12731,424.4,34,275,6384.67,11736.53,34,1372.95,11.0,21,68.9,1.925,0
1000000804,Brown,Linda,City_309,MD,Physician Assistant,737,276,56767.61,32932,1097.7,133,604,22537.59,23261.63,77,3549.09,10.45,54,58.7,0.319,0
1000000805,Rao,Priya,City_273,TX,Physician Assistant,272,81,20265.72,10182,339.4,36,236,5900.9,8791.74,30,1462.4,11.03,19,65.0,1.061,0
1000000806,Davis,Michael,City_134,TX,Neurology,1263,247,107274.47,44950,1498.3,407,856,76051.91,36352.71,128,7661.57,10.13,114,76.5,1.356,0
1000000807,Miller,Susan,City_99,NC,Internal Medicine,947,181,7840.14,41364,1378.8,228,719,4152.71,2976.27,37,1649.36,3.91,94,69.1,0.922,0
1000000808,Shah,Anna,City_22,VA,Nurse Practitioner,507,127,24119.54,20542,684.7,73,434,7640.23,10323.35,49,2912.0,9.66,12,70.3,0.693,0
1000000809,Kim,Grace,City_69,MI,Dermatology,491,141,33726.61,20250,675.0,169,322,25538.81,11059.03,0,0.0,0.0,16,80.0,1.112,0
1000000810,Nguyen,Mary,City_309,AZ,Dermatology,1542,588,237150.04,45761,1525.4,405,1137,137030.28,87431.78,26,1207.57,1.69,34,75.9,1.75,0
1000000811,Shah,Ahmed,City_247,MI,Nurse Practitioner,683,150,21924.07,24258,808.6,7,676,494.33,10849.68,47,1743.29,6.88,56,73.6,0.992,0
1000000812,Anderson,Sofia,City_185,WI,Dermatology,368,118,36050.04,11153,371.8,146,222,31465.42,10873.79,15,345.62,4.08,29,73.1,1.234,0
1000000813,Khan,Ahmed,City_159,IN,Nurse Practitioner,214,47,7865.01,7500,250.0,27,187,2183.09,3436.35,14,341.28,6.54,15,77.2,1.076,0
1000000814,Patel,James,City_173,MO,Nurse Practitioner,1558,342,88457.96,52245,1741.5,583,975,72821.68,27678.6,161,3733.62,10.33,160,78.7,0.861,0
1000000815,Shah,Daniel,City_309,AZ,Pain Management,1831,480,212747.41,79966,2665.5,542,1289,138547.25,74885.69,638,27251.16,34.84,204,65.5,1.24,0
1000000816,Rao,Mary,City_370,OH,Nurse Practitioner,1368,447,71028.41,49981,1666.0,324,1044,37009.54,27102.94,145,6881.4,10.6,103,65.1,1.694,0
1000000817,Brown,Mary,City_252,NY,Nurse Practitioner,1052,316,66194.54,43015,1433.8,89,963,12320.24,30297.22,76,3864.99,7.22,115,76.1,1.006,0
1000000818,Wilson,Linda,City_226,VA,Nurse Practitioner,717,180,7967.37,21689,723.0,198,519,4840.43,2883.59,31,1539.74,4.32,35,76.8,1.942,0
1000000819,Miller,John,City_368,NC,Nurse Practitioner,550,186,23730.33,17086,569.5,60,490,5695.28,10570.78,22,1274.6,4.0,60,78.6,1.059,0
1000000820,Johnson,Omar,City_71,MA,Family Practice,353,129,6771.81,14714,490.5,85,268,3587.33,2570.6,4,144.86,1.13,38,68.4,1.332,0
1000000821,Nguyen,Wei,City_38,MO,Family Practice,1016,269,403597.68,44011,1467.0,266,750,232465.91,20145.3,63,1757.33,6.2,39,75.7,1.407,1
1000000822,Shah,Priya,City_274,NY,Pain Management,586,168,8601.91,19050,635.0,136,450,4391.97,3302.78,179,5329.86,30.55,60,63.0,1.558,0
1000000823,Smith,John,City_140,MA,Psychiatry,969,239,15932.49,41223,1374.1,125,844,4521.61,6938.61,7,252.8,0.72,32,69.3,1.114,0
1000000824,Brown,James,City_177,NC,Rheumatology,658,132,97587.63,26478,882.6,437,221,142584.73,16388.2,46,1288.97,6.99,25,73.5,1.441,0
1000000825,Kim,Susan,City_325,CA,Physician Assistant,680,150,9899.53,19678,655.9,115,565,3683.21,4112.67,70,2867.06,10.29,69,70.5,0.966,0
1000000826,Johnson,Michael,City_199,MA,Internal Medicine,1209,267,110748.52,42742,1424.7,216,993,43529.94,45481.09,38,1108.63,3.14,103,56.5,1.46,0
1000000827,Shah,Daniel,City_107,CA,Internal Medicine,715,171,30938.1,22080,736.0,81,634,7710.73,13716.61,25,569.9,3.5,85,79.3,1.181,0
1000000828,Khan,Michael,City_45,TX,Internal Medicine,4292,1014,327708.51,143812,4793.7,1083,3209,181919.45,122508.92,40,863.33,0.93,216,69.7,0.622,0
1000000829,Garcia,Maria,City_43,WA,Internal Medicine,1644,625,69384.56,47048,1568.3,269,1375,24976.75,29015.74,119,4201.99,7.24,175,72.3,1.409,0
1000000830,Anderson,Wei,City_314,NJ,Pain Management,530,100,85368.33,16409,547.0,113,417,40042.58,33583.58,183,8759.19,34.53,30,71.4,1.278,0
1000000831,Thomas,Daniel,City_138,MD,Nurse Practitioner,700,279,49972.06,29971,999.0,188,512,29526.35,18275.5,72,2646.3,10.29,57,80.6,1.484,0
1000000832,Smith,Susan,City_240,NJ,Internal Medicine,1631,534,90707.98,55937,1864.6,316,1315,38663.51,36566.83,65,3827.9,3.99,75,70.2,0.749,0
1000000833,Wilson,Maria,City_57,OH,Oncology,3187,871,566557.12,80834,2694.5,1717,1470,671513.29,130661.9,157,6182.42,4.93,298,73.6,0.699,0
1000000834,Brown,Linda,City_265,FL,Internal Medicine,244,46,15806.78,9344,311.5,22,222,3135.44,7190.79,31,1602.05,12.7,11,72.6,1.322,0
1000000835,Khan,Carlos,City_250,NY,Family Practice,609,231,26988.25,16781,559.4,259,350,25251.08,7755.25,47,1032.35,7.72,58,78.5,1.328,0
1000000836,Martinez,David,City_44,CA,Endocrinology,193,57,52976.98,8266,275.5,72,121,43479.55,16606.77,11,549.67,5.7,19,66.0,1.281,0
1000000837,Thomas,John,City_21,MI,Pain Management,809,235,51992.39,32598,1086.6,145,664,20501.32,21336.8,290,10030.12,35.85,72,73.6,1.296,0
1000000838,Davis,Grace,City_240,TN,Internal Medicine,554,104,20886.64,16487,549.6,93,461,7713.73,8690.2,27,1401.38,4.87,52,69.8,1.324,0
1000000839,Shah,Maria,City_60,VA,Oncology,752,250,126192.59,28926,964.2,461,291,170192.19,24416.25,47,2319.36,6.25,80,74.9,0.892,0
1000000840,Martinez,Linda,City_147,NC,Family Practice,1294,356,91828.9,35990,1199.7,381,913,59482.99,32395.59,117,4118.2,9.04,84,69.1,1.066,0
1000000841,Khan,Raj,City_87,IN,Nurse Practitioner,280,84,10740.39,11549,385.0,37,243,3122.39,4660.56,12,348.07,4.29,20,69.6,1.382,0
1000000842,Lee,James,City_210,MD,Psychiatry,420,81,24324.42,16292,543.1,113,307,14397.74,8889.99,0,0.0,0.0,37,81.3,1.576,0
1000000843,Lee,James,City_352,FL,Internal Medicine,765,141,52745.07,28497,949.9,105,660,15926.94,22752.77,39,2319.54,5.1,67,65.3,1.256,0
1000000844,Lopez,John,City_340,IL,Nurse Practitioner,446,166,22328.01,13090,436.3,93,353,10242.85,8836.08,20,697.89,4.48,30,64.9,0.878,0
1000000845,Nguyen,Carlos,City_152,TX,Psychiatry,447,146,24257.93,19330,644.3,203,244,24236.22,6620.73,19,995.91,4.25,49,73.2,1.794,0
1000000846,Smith,Omar,City_43,PA,Psychiatry,257,97,29718.99,7515,250.5,20,237,5088.08,13703.11,16,451.93,6.23,17,69.1,1.567,0
1000000847,Chen,Maria,City_289,MD,Family Practice,164,30,8330.47,4190,139.7,46,118,5140.51,2996.94,3,105.96,1.83,15,67.3,0.3,0
1000000848,Wilson,Susan,City_313,CA,Endocrinology,590,109,122102.82,20914,697.1,346,244,157533.33,25248.38,19,997.76,3.22,27,67.2,0.895,0
1000000849,Chen,Wei,City_243,WI,Family Practice,2020,624,125383.73,87594,2919.8,198,1822,27038.19,56546.82,180,9806.33,8.91,203,68.7,1.182,0
1000000850,Kim,David,City_270,IL,Neurology,2084,424,185570.66,83397,2779.9,850,1234,166514.94,54941.03,61,1893.32,2.93,144,64.0,0.96,0
1000000851,Chen,Robert,City_89,TN,Internal Medicine,3835,1294,248239.23,170625,5687.5,721,3114,102674.6,100784.48,371,16922.88,9.67,334,63.4,1.07,0
1000000852,Khan,Michael,City_322,GA,Internal Medicine,1292,355,93364.73,39235,1307.8,500,792,79490.1,28616.43,71,1518.51,5.5,114,69.2,1.14,0
1000000853,Davis,Mary,City_35,FL,Internal Medicine,560,167,16130.71,17992,599.7,141,419,8935.26,6034.61,18,578.14,3.21,45,63.5,1.656,0
1000000854,Nguyen,Linda,City_1,IL,Neurology,208,48,32006.58,6574,219.1,62,146,20988.93,11233.08,5,214.7,2.4,17,63.7,1.2,0
1000000855,Nguyen,Ahmed,City_41,OH,Internal Medicine,827,300,16012.12,23555,785.2,284,543,12097.19,5256.7,97,4853.11,11.73,82,69.6,1.193,0
1000000856,Kim,Mary,City_81,FL,Psychiatry,426,89,47473.23,15825,527.5,180,246,44130.05,13707.06,18,523.92,4.23,43,67.5,1.125,0
1000000857,Rao,Anna,City_335,NJ,Neurology,475,181,44077.05,14244,474.8,125,350,25518.29,16238.91,26,792.45,5.47,37,78.4,1.124,0
1000000858,Rao,Emily,City_339,IN,Neurology,249,94,35162.15,10682,356.1,65,184,20193.53,12991.64,15,769.94,6.02,26,72.0,1.034,0
1000000859,Khan,Sofia,City_138,CA,Family Practice,278,73,14369.93,8042,268.1,55,223,6254.54,5763.48,33,1504.38,11.87,20,78.3,1.006,0
1000000860,Davis,Maria,City_58,IL,Cardiology,1126,387,129199.19,45876,1529.2,281,845,70933.34,48478.38,8,192.37,0.71,102,73.1,1.08,0
1000000861,Khan,Grace,City_204,FL,Psychiatry,432,83,40110.6,18511,617.0,169,263,34521.11,12209.59,14,386.63,3.24,35,59.5,1.311,0
1000000862,Garcia,John,City_201,NY,Endocrinology,545,148,72803.37,24328,810.9,216,329,63479.19,21974.59,0,0.0,0.0,56,72.5,1.069,0
1000000863,Smith,Omar,City_92,NC,Nurse Practitioner,867,195,48541.77,27064,902.1,64,803,7883.14,22479.26,62,1268.65,7.15,78,63.8,1.211,0
1000000864,Kim,Linda,City_214,VA,Internal Medicine,1474,364,79056.74,43728,1457.6,532,942,62773.41,25261.68,85,3629.2,5.77,67,75.6,0.863,0
1000000865,Kim,Susan,City_2,IN,Family Practice,291,82,8073.01,7685,256.2,35,256,2136.16,3551.02,14,548.91,4.81,24,71.6,0.866,0
1000000866,Kim,Sofia,City_55,FL,Family Practice,2381,534,137422.45,90744,3024.8,78,2303,9904.11,66460.29,7,386.3,0.29,162,58.5,0.897,0
1000000867,Kim,Priya,City_227,WA,Cardiology,606,216,52097.79,21284,709.5,176,430,33287.57,18483.54,0,0.0,0.0,66,74.7,1.043,0
1000000868,Miller,Emily,City_31,WA,Family Practice,489,154,32447.35,12499,416.6,114,375,16641.71,12441.47,31,946.16,6.34,27,61.2,1.626,0
1000000869,Johnson,Grace,City_220,VA,Internal Medicine,844,334,36841.99,30630,1021.0,228,616,21895.66,13444.71,29,752.42,3.44,82,82.6,0.994,0
1000000870,Wilson,David,City_44,PA,Nurse Practitioner,180,59,14694.3,4737,157.9,40,140,7183.88,5714.45,11,294.05,6.11,17,63.8,1.144,0
1000000871,Garcia,David,City_261,MD,Family Practice,449,132,15228.38,19237,641.2,121,328,9028.49,5562.26,22,591.02,4.9,51,67.4,1.154,0
1000000872,Khan,Ahmed,City_63,TN,Family Practice,668,161,375387.21,27385,912.8,116,552,143411.45,19416.55,38,1897.6,5.69,21,67.3,0.962,1
1000000873,Nguyen,Michael,City_34,PA,Dermatology,479,103,20377.56,17647,588.2,98,381,9172.03,8104.23,10,530.7,2.09,51,63.6,0.449,0
1000000874,Wilson,Sofia,City_13,NC,Nurse Practitioner,382,77,9084.08,15946,531.5,54,328,2825.1,3899.97,20,987.52,5.24,36,74.2,1.2,0
1000000875,Lopez,David,City_333,AZ,Internal Medicine,873,220,54605.66,36013,1200.4,208,665,28622.62,20797.69,71,1945.37,8.13,36,77.6,1.284,0
1000000876,Shah,Anna,City_128,MD,Endocrinology,660,176,76823.86,29257,975.2,299,361,76567.78,21010.16,38,937.08,5.76,35,71.3,1.035,0
1000000877,Thomas,Carlos,City_248,MA,Family Practice,443,162,8337.02,14593,486.4,114,329,4719.92,3095.8,23,811.23,5.19,23,64.1,1.565,0
1000000878,Shah,Wei,City_366,WI,Internal Medicine,415,144,27462.07,11239,374.6,117,298,17033.1,9859.88,20,1159.54,4.82,21,72.2,1.004,0
1000000879,Lopez,Daniel,City_135,MA,Neurology,550,106,10369.05,14659,488.6,202,348,8378.19,3280.39,31,756.02,5.64,18,76.5,0.3,0
1000000880,Nguyen,James,City_165,MA,Physician Assistant,393,93,17777.5,14377,479.2,65,328,6468.66,7418.6,40,2278.64,10.18,36,62.4,0.993,0
1000000881,Brown,Susan,City_269,NY,Oncology,1476,437,252444.1,48973,1632.4,855,621,321712.3,53105.62,97,5160.53,6.57,71,70.1,0.971,0
1000000882,Smith,Maria,City_116,PA,Family Practice,992,221,60127.15,35846,1194.9,176,816,23468.98,24729.72,99,4856.91,9.98,116,74.9,1.249,0
1000000883,Anderson,Carlos,City_336,OH,Internal Medicine,295,56,4811.19,8859,295.3,45,250,1614.6,2038.64,7,255.15,2.37,17,63.3,1.633,0
1000000884,Davis,Anna,City_65,MI,Family Practice,470,187,19259.93,18194,606.5,199,271,17940.42,5552.6,9,295.31,1.91,35,73.0,0.82,0
1000000885,Chen,Raj,City_42,MD,Internal Medicine,277,53,22757.4,7621,254.0,68,209,12290.64,8585.37,23,863.54,8.3,16,63.3,1.619,0
1000000886,Anderson,Raj,City_124,VA,Family Practice,913,180,29622.64,25827,860.9,82,831,5853.15,13481.06,50,2503.96,5.48,34,74.7,1.537,0
1000000887,Anderson,Sofia,City_16,NC,Family Practice,902,334,54282.07,28937,964.6,190,712,25155.1,21423.96,60,1464.71,6.65,97,69.2,1.89,0
1000000888,Garcia,Emily,City_232,IL,Oncology,569,226,127624.85,17599,586.6,335,234,165306.71,26242.72,4,199.77,0.7,41,68.5,0.901,0
1000000889,Chen,Raj,City_388,NC,Family Practice,651,247,32741.31,23966,798.9,152,499,16818.27,12548.32,50,2627.65,7.68,77,71.2,1.832,0
1000000890,Davis,James,City_284,PA,Family Practice,851,185,61152.16,36562,1218.7,191,660,30195.22,23713.53,61,2455.19,7.17,85,68.5,0.897,0
1000000891,Nguyen,Carlos,City_304,WI,Physician Assistant,705,246,43782.92,28574,952.5,64,641,8744.16,19904.15,41,1122.1,5.82,36,65.5,1.179,0
